,sentence,sentence_preprocessed,sentence_length,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context
364,頑皮世界野生動物園表示，該園自南非引進黑腳企鵝，其中有一隻在去年十二月十日孵化成功，儘管在十二天後正式與各界見面，但因體型嬌小，身體仍虛弱，企鵝爸爸和媽媽仍日夜呵護著，並排斥其他企鵝和園方工作人員接近。昨天進行唾液、分泌物檢驗，並量心跳、肛溫，一切正常。園方說，再過一陣子小企鵝即可與遊客見面。,頑皮 世界 野生 動物園 表示 該 園 自 南非 引進 黑腳 企鵝 其中 有 一 隻 在 去年 十二月 十日 孵化 成功 儘管 在 十二 天 後 正式 與 各界 見面 但 因 體型 嬌小 身體 仍 虛弱 企鵝 爸爸 和 媽媽 仍 日夜 呵護 著 並 排斥 其他 企鵝 和 園方 工作 人員 接近 昨天 進行 唾液 分泌物 檢驗 並 量 心跳 肛溫 一切 正常 園方 說 再 過 一陣子 小 企鵝 即可 與 遊客 見面,77,"{'Low': 16, 'High': 61}","{'第6級': 8, '第2級': 4, '第4級': 3, '第4*級': 8, 'Unknown': 23, '第5級': 8, '第3*級': 5, '第1級': 11, '第1*級': 5, '第2*級': 2}",4,Y,Y
365,買永保安康車票不用排隊了,買 永保 安康 車票 不用 排隊 了,7,"{'High': 4, 'Low': 3}","{'第1級': 1, 'Unknown': 4, '第3級': 2}",0,N,Y
366,【記者陳昭玲報導】臺鐵永康到保安站的車票，因取「永保安康」之意，近來廣受民眾喜愛，臺鐵繼二十世紀最後一天和二十一世紀第一天各推出六萬張「永保安康」紀念車票之後，決定再推出各種紀念車票。,記者 陳昭玲 報導 臺鐵 永康 到 保安站 的 車票 因 取 永 保 安康 之 意 近來 廣 受 民眾 喜愛 臺鐵 繼 二十世紀 最後 一 天 和 二十一世紀 第一 天 各 推出 六萬 張 永 保 安康 紀念 車票 之後 決定 再 推出 各 種 紀念 車票,48,"{'High': 38, 'Low': 10}","{'第4級': 6, 'Unknown': 21, '第5級': 6, '第1級': 5, '第4*級': 2, '第6級': 1, '第2級': 5, '第1*級': 2}",4,Y,Y
367,臺鐵表示，「永保安康」精緻紀念車票附加了精美裝飾、成套包裝，提升收藏價值，首批銷售的紀念車票是世紀首尾日，未來將依八月八日等特殊日子，規畫各種吉祥日期套票。,臺鐵 表示 永 保 安康 精緻 紀念 車票 附加 了 精美 裝飾 成 套 包裝 提升 收藏 價值 首 批 銷售 的 紀念 車票 是 世紀 首尾 日 未來 將 依 八月 八日 等 特殊 日子 規畫 各 種 吉祥 日期 套票,42,"{'Low': 7, 'High': 35}","{'Unknown': 13, '第4*級': 4, '第6級': 5, '第4級': 5, '第5級': 7, '第3級': 1, '第1級': 3, '第3*級': 2, '第2級': 1, '第7級': 1}",0,Y,Y
368,臺鐵指出，「永保安康」車票將在各鐵路餐廳、各級對號列車、各車站販賣臺銷售，並接受機關團體訂購，旅客不必辛苦的前往臺南永康車站排隊了。民眾如有問題，可電洽（○二）二三一一六四三五。,臺鐵 指出 永 保 安康 車票 將 在 各 鐵路 餐廳 各 級 對號 列車 各 車站 販賣臺 銷售 並 接受 機關 團體 訂購 旅客 不必 辛苦 的 前往 臺南 永康 車站 排隊 了 民眾 如 有 問題 可 電洽 二 二三一一六四三五,42,"{'Low': 10, 'High': 32}","{'Unknown': 15, '第5級': 3, '第1*級': 2, '第2級': 4, '第4級': 4, '第6級': 2, '第2*級': 2, '第4*級': 4, '第3級': 2, '第1級': 4}",2,Y,Y
369,北市教局將成立體適能促進會,北市 教局 將 成立 體適能 促進會,6,"{'High': 3, 'Low': 3}","{'Unknown': 4, '第5級': 1, '第4*級': 1}",2,Y,Y
370,【記者林淑美報導】臺北市教育局昨天表示，將成立體適能促進委員會，並鼓勵各級學校組成體適能推動小組，希望各校能夠規畫設計活潑多樣的體育活動，拓展師生參與的機會，並落實定期體適能檢測，讓學生隨著不同年級的增長，建立長期追蹤的紀錄。,記者 林淑美 報導 臺北市 教育局 昨天 表示 將 成立 體適能 促進 委員會 並 鼓勵 各 級 學校 組成 體適能 推動 小組 希望 各 校 能夠 規畫 設計 活潑 多樣 的 體育活動 拓展 師生 參與 的 機會 並 落實 定期 體適能 檢測 讓 學生 隨著 不同 年級 的 增長 建立 長期 追蹤 的 紀錄,53,"{'High': 47, 'Low': 6}","{'第4級': 5, 'Unknown': 14, '第5級': 9, '第1級': 7, '第4*級': 6, '第6級': 5, '第2級': 5, '第3級': 1, '第2*級': 1}",8,Y,Y
371,教育局表示，臺北市的體適能促進委員會將邀集七到九位專家學者和各級學校校長、主任代表組成，負責執行北市各項體適能推廣計畫，同時督導各校體適能推動和執行成果評鑑。,教育局 表示 臺北市 的 體適能 促進 委員會 將 邀集 七 到 九 位 專家 學者 和 各 級 學校 校長 主任 代表 組成 負責 執行 北市 各 項 體適能 推廣 計畫 同時 督導 各 校 體適能 推動 和 執行 成果 評鑑,41,"{'High': 38, 'Low': 3}","{'Unknown': 12, '第4*級': 5, '第1級': 6, '第6級': 1, '第5級': 5, '第4級': 5, '第2級': 4, '第3*級': 1, '第7級': 2}",6,Y,Y
372,各校成立的體適能推動小組由校長擔任召集人，負責策畫考核校內體適能的推廣工作，讓體適能的相關概念在校園裡生根。,各 校 成立 的 體適能 推動 小組 由 校長 擔任 召集人 負責 策畫 考核 校 內 體適能 的 推廣 工作 讓 體適能 的 相關 概念 在 校園 裡 生根,29,"{'High': 24, 'Low': 5}","{'第2級': 2, 'Unknown': 5, '第4*級': 5, '第1級': 4, '第5級': 3, '第4級': 1, '第7級': 3, '第6級': 2, '第3級': 2, '第1*級': 2}",4,Y,Y
373,教育局說，目前各級學校學生入學時都獲得一份體適能護照，預定透過系統化的推廣活動，鼓勵學生達到提升體適能的效果。,教育局 說 目前 各 級 學校 學生 入學 時 都 獲得 一 份 體適能 護照 預定 透過 系統化 的 推廣 活動 鼓勵 學生 達到 提升 體適能 的 效果,28,"{'High': 25, 'Low': 3}","{'Unknown': 4, '第1級': 8, '第4級': 4, '第2級': 3, '第5級': 5, '第3*級': 1, '第4*級': 2, '第6級': 1}",4,Y,Y
374,走訪棲蘭山歷代神木園區陳總統保證致力森林保育,走訪 棲蘭山 歷代 神木 園區 陳 總統 保證 致力 森林 保育,11,"{'Low': 3, 'High': 8}","{'第7級': 2, 'Unknown': 4, '第6級': 2, '第4級': 2, '第4*級': 1}",1,Y,Y
375,【記者夏成淵報導】陳水扁總統昨天前往宜蘭縣大同鄉棲蘭山歷代神木園區，關心棲蘭山區保育及觀光產業的發展。陳總統向國人保證，一定會確保世界珍異的檜木林可以長存天地之間，政府也將妥善規畫，照顧所有土地上的生命及文化。,記者 夏成淵 報導 陳水扁 總統 昨天 前往 宜蘭縣 大同鄉 棲蘭山 歷代 神木 園區 關心 棲蘭 山區 保育 及 觀光 產業 的 發展 陳 總統 向 國人 保證 一定 會 確保 世界 珍異 的 檜木林 可以 長存 天地 之間 政府 也 將 妥善 規畫 照顧 所有 土地 上 的 生命 及 文化,51,"{'High': 43, 'Low': 8}","{'第4級': 8, 'Unknown': 13, '第5級': 7, '第1級': 7, '第6級': 4, '第3級': 2, '第7級': 2, '第2級': 4, '第4*級': 2, '第1*級': 2}",6,Y,Y
376,陳總統表示，宜蘭縣包括東北角、龜山島、蘭陽平原、溫泉、棲蘭檜木霧林、世界級的檜木古木林等觀光自然資源，配合宜蘭既有的文化、人文景觀，絕對有條件創造出世界級的無煙囪觀光產業。,陳 總統 表示 宜蘭縣 包括 東北角 龜山島 蘭陽 平原 溫泉 棲蘭 檜木 霧林 世界級 的 檜木 古木林 等 觀光 自然 資源 配合 宜蘭 既有 的 文化 人文 景觀 絕對 有 條件 創造出 世界級 的 無煙囪 觀光 產業,37,"{'High': 26, 'Low': 11}","{'Unknown': 15, '第4級': 5, '第4*級': 3, '第3*級': 3, '第5級': 3, '第3級': 1, '第1級': 4, '第2級': 1, '第6級': 2}",8,Y,Y
377,週休二日各縣市學校不同調,週休 二 日 各 縣市 學校 不同 調,8,"{'Low': 1, 'High': 7}","{'Unknown': 3, '第1級': 3, '第2級': 1, '第3級': 1}",0,Y,Y
378,【記者張彩鳳報導】公務員從本月起實施週休二日，各中小學也開始跟進，臺中市教育局昨天決定各中小學從下個學期開始，也就是二月一日起實施，嚴禁學校偷跑；不過彰化縣中小學則是從本月就開始實施，小朋友提前享受週休二日。,記者 張彩鳳 報導 公務員 從 本 月 起 實施 週休 二 日 各 中小學 也 開始 跟進 臺中市 教育局 昨天 決定 各 中小學 從 下 個 學期 開始 也 就是 二月 一日 起 實施 嚴禁 學校 偷跑 不過 彰化縣 中小學 則 是 從 本 月 就 開始 實施 小朋友 提前 享受 週休 二 日,54,"{'High': 48, 'Low': 6}","{'第4級': 2, 'Unknown': 15, '第5級': 3, '第1*級': 4, '第1級': 15, '第3*級': 2, '第6級': 4, '第2級': 8, '第3級': 1}",9,Y,Y
379,對於學校課程如何因應調整，目前臺中市有兩個方案，一是將原來單週週末的課程排到星期一下午，但是會出現高年級課程無法安排的情況，至於國中則是打散到週一至週五；第二案則是學校自行酌減四節課，由於學校對於採行哪種方案仍有意見，因此還有待教務主任會議決定。,對於 學校 課程 如何 因應 調整 目前 臺中市 有 兩 個 方案 一 是 將 原來 單週 週末 的 課程 排到 星期一 下午 但是 會 出現 高年級 課程 無法 安排 的 情況 至於 國中 則 是 打散 到 週一 至 週五 第二 案 則 是 學校 自行 酌減 四 節 課 由於 學校 對於 採行 哪 種 方案 仍 有 意見 因此 還 有待 教務 主任 會議 決定,68,"{'High': 60, 'Low': 8}","{'第5級': 10, '第1級': 17, '第4級': 12, '第6級': 3, '第4*級': 4, 'Unknown': 13, '第3*級': 2, '第1*級': 3, '第2級': 2, '第2*級': 1, '第7級': 1}",3,Y,Y
380,至於彰化地區學校，則是將週六的課程調到週三下午。,至於 彰化 地區 學校 則 是 將 週六 的 課程 調到 週三 下午,13,"{'High': 11, 'Low': 2}","{'第5級': 3, 'Unknown': 4, '第4級': 2, '第1級': 4}",0,N,Y
381,千禧十大環保新聞高屏溪汙染居首,千禧 十 大 環保 新聞 高屏溪 汙染 居 首,9,"{'Low': 2, 'High': 7}","{'Unknown': 3, '第1級': 2, '第3*級': 2, '第3級': 1, '第4*級': 1}",1,Y,Y
382,【記者劉偉瑩報導】過去一年發生了許多影響重大的環保事件，環保署新聞記者最近票選兩千年十大環保新聞，結果以高屏溪上游遭傾倒有機溶劑，造成大高雄地區數十萬自來水用戶被迫停水，名列去年環保新聞之首。,記者 劉偉瑩 報導 過去 一 年 發生 了 許多 影響 重大 的 環保 事件 環保署 新聞 記者 最近 票選 兩千年 十 大 環保 新聞 結果 以 高屏溪 上游 遭 傾倒 有機 溶劑 造成 大 高雄 地區 數十萬 自來水 用戶 被迫 停 水 名列 去年 環保 新聞 之 首,48,"{'High': 41, 'Low': 7}","{'第4級': 4, 'Unknown': 12, '第5級': 5, '第1級': 8, '第3級': 6, '第3*級': 5, '第4*級': 4, '第2級': 1, '第6級': 2, '第7級': 1}",6,Y,Y
383,在兩千年十大環保新聞當中，三則與民眾切身權益相關，兩則與環境評估有關。,在 兩千年 十 大 環保 新聞 當中 三 則 與 民眾 切身 權益 相關 兩 則 與 環境 評估 有關,20,"{'High': 18, 'Low': 2}","{'第1*級': 1, 'Unknown': 1, '第1級': 4, '第3*級': 2, '第3級': 2, '第5級': 3, '第4*級': 4, '第7級': 1, '第6級': 1, '第4級': 1}",1,N,Y
384,十大環保新聞依序是：,十 大 環保 新聞 依序 是,6,"{'High': 5, 'Low': 1}","{'第1級': 3, '第3*級': 1, '第3級': 1, '第6級': 1}",0,N,Y
385,一、高屏溪上游遭傾倒有機溶劑。,一 高屏溪 上游 遭 傾倒 有機 溶劑,7,"{'High': 4, 'Low': 3}","{'第1級': 1, 'Unknown': 3, '第6級': 1, '第7級': 1, '第5級': 1}",1,Y,Y
386,二、北市實施垃圾費隨袋收費制度。,二 北市 實施 垃圾費 隨 袋 收費 制度,8,"{'High': 7, 'Low': 1}","{'第1級': 1, 'Unknown': 3, '第6級': 1, '第2*級': 1, '第4*級': 1, '第4級': 1}",1,Y,Y
387,三、行政院長張俊雄宣布停建核四。,三 行政院長 張俊雄 宣布 停 建 核四,7,"{'High': 5, 'Low': 2}","{'第1級': 1, 'Unknown': 4, '第4*級': 1, '第3級': 1}",2,Y,Y
388,四、高屏溪傾倒廢溶劑以致汙染水源一案，高雄地檢署起訴二十四名被告，其中五人還被求處無期徒刑，創下環保犯罪起訴的紀錄。,四 高屏溪 傾倒 廢溶劑 以致 汙染 水源 一 案 高雄 地檢署 起訴 二十四 名 被告 其中 五 人 還 被 求處 無期徒刑 創下 環保 犯罪 起訴 的 紀錄,28,"{'High': 23, 'Low': 5}","{'第1級': 5, 'Unknown': 9, '第6級': 6, '第3*級': 3, '第4*級': 2, '第2級': 2, '第4級': 1}",5,Y,Y
389,五、環品會公布魚類食品抽測報告，指四成市售魚類含有機氯化合物。,五 環品會 公布 魚類 食品 抽測 報告 指 四成 市售 魚類 含 有機 氯化合物,14,"{'High': 9, 'Low': 5}","{'第1級': 1, 'Unknown': 8, '第5級': 3, '第3級': 1, '第4級': 1}",2,Y,Y
390,六、因未辦理環境影響評估作業，聯華電子五廠面臨註銷開發許可命運，經聯電緊急提送報告送審，最後得免停工。,六 因 未 辦理 環境 影響 評估 作業 聯華 電子 五 廠 面臨 註銷 開發 許可 命運 經 聯電 緊急 提送 報告 送審 最後 得 免 停工,27,"{'High': 22, 'Low': 5}","{'第1級': 2, 'Unknown': 10, '第5級': 7, '第3級': 3, '第2級': 2, '第4級': 1, '第6級': 1, '第4*級': 1}",0,Y,Y
391,七、一度被懷疑已經滅絕的「黑嘴端鳳頭燕鷗」，在馬祖列島燕鷗保護區內被發現，國際保育界驚喜。,七 一度 被 懷疑 已經 滅絕 的 黑 嘴 端 鳳頭 燕鷗 在 馬祖 列島 燕鷗 保護區 內 被 發現 國際 保育界 驚喜,23,"{'High': 17, 'Low': 6}","{'第1級': 2, '第6級': 2, '第2級': 4, '第4*級': 2, '第1*級': 3, 'Unknown': 7, '第3級': 1, '第4級': 1, '第5級': 1}",2,N,Y
392,八、因監察院糾正，濱南案環評雖已過關，但是否推動仍充滿變數。,八 因 監察院 糾正 濱南案 環評 雖 已 過關 但 是否 推動 仍 充滿 變數,15,"{'High': 11, 'Low': 4}","{'第1級': 1, 'Unknown': 4, '第6級': 3, '第2級': 2, '第3級': 1, '第5級': 1, '第4*級': 2, '第4級': 1}",2,Y,Y
393,九、經長期折衝，台塑公司汞汙染開始境內處理的作業。,九 經 長期 折衝 台塑 公司 汞 汙染 開始 境 內 處理 的 作業,14,"{'High': 12, 'Low': 2}","{'第1級': 2, 'Unknown': 6, '第2級': 3, '第3*級': 1, '第3級': 1, '第4*級': 1}",0,Y,Y
394,十、因民眾抗爭等因素，致全國發生嚴重醫療廢棄物處理危機，環保署發布緊急處理措施。,十 因 民眾 抗爭 等 因素 致 全 國 發生 嚴重 醫療 廢棄物 處理 危機 環保署 發布 緊急 處理 措施,20,{'High': 20},"{'第1級': 2, 'Unknown': 3, '第4*級': 5, '第6級': 4, '第3*級': 2, '第2級': 1, '第3級': 1, '第5級': 2}",2,Y,Y
395,馬英九：私校應自立自強,馬英九 私校 應 自立自強,4,"{'High': 2, 'Low': 2}",{'Unknown': 4},2,N,Y
396,【記者林淑美報導】臺北市教育局昨天向市長馬英九提出教育發展六年規畫簡報，對於教育局計畫逐年調高對私立高中職學生學雜費補助的政策，馬市長認為，補助是正確方向，時間應縮短，補助幅度也要更大，但應以私校「自立自強」為先決條件，全力配合提升教育品質。,記者 林淑美 報導 臺北市 教育局 昨天 向 市長 馬英九 提出 教育 發展 六 年 規畫 簡報 對於 教育局 計畫 逐年 調高 對 私立 高中職 學生 學雜費 補助 的 政策 馬 市長 認為 補助 是 正確 方向 時間 應 縮短 補助 幅度 也 要 更 大 但 應 以 私校 自立自強 為 先決 條件 全力 配合 提升 教育 品質,58,"{'High': 52, 'Low': 6}","{'第4級': 5, 'Unknown': 20, '第5級': 4, '第1級': 11, '第2級': 5, '第3級': 2, '第6級': 8, '第4*級': 2, '第3*級': 1}",8,Y,Y
397,馬英九指出，從教育資源使用觀點而言，如果能輔導私校轉型，變得更好，使教學品質有效提升，補助私校將是更有效益的做法。馬市長也強調，教育局應同時要求私校提出改進計畫，達到要求標準才予以補助，建立一個可收可放的機制。,馬英九 指出 從 教育 資源 使用 觀點 而言 如果 能 輔導 私校 轉型 變 得 更 好 使 教學 品質 有效 提升 補助 私校 將 是 更 有 效益 的 做法 馬 市長 也 強調 教育局 應 同時 要求 私校 提出 改進 計畫 達到 要求 標準 才 予以 補助 建立 一 個 可 收 可 放 的 機制,58,"{'High': 55, 'Low': 3}","{'Unknown': 15, '第1*級': 2, '第3級': 3, '第4級': 4, '第5級': 7, '第2級': 6, '第6級': 7, '第1級': 7, '第3*級': 4, '第4*級': 3}",2,Y,Y
398,中市訂震災戶托育補助,中市 訂 震災戶 托育 補助,5,"{'Low': 3, 'High': 2}","{'Unknown': 3, '第3級': 1, '第6級': 1}",1,Y,Y
399,【記者張彩鳳報導】為加強照顧九二一震災戶子女，減輕家長的負擔，臺中市政府特別訂定「九二一震災受災戶子女托育補助實施計畫」，將補助每名受災戶子女每月一千五百元。,記者 張彩鳳 報導 為 加強 照顧 九二一 震災戶 子女 減輕 家長 的 負擔 臺中市 政府 特別 訂定 九二一 震災 受災戶 子女 托育 補助 實施 計畫 將 補助 每 名 受災戶 子女 每 月 一千五百 元,35,"{'High': 28, 'Low': 7}","{'第4級': 6, 'Unknown': 11, '第5級': 4, '第4*級': 1, '第3級': 1, '第1級': 3, '第2級': 3, '第6級': 4, '第1*級': 2}",8,Y,Y
400,臺中市府表示，凡設籍臺中市三個月以上的九二一受災戶，都可以享受這項補助。受災戶只要家中有未滿五歲的子女就讀臺中市立案的公私立幼稚園或托兒所，市府都將從本月份起補助，家長可向幼稚園所提出申請。,臺中 市府 表示 凡 設籍 臺中市 三 個 月 以上 的 九二一 受災戶 都 可以 享受 這 項 補助 受災戶 只要 家 中 有 未滿 五 歲 的 子女 就讀 臺中市 立案 的 公私立 幼稚園 或 托兒所 市府 都 將 從 本 月份 起 補助 家長 可 向 幼稚園所 提出 申請,51,"{'High': 42, 'Low': 9}","{'Unknown': 17, '第4*級': 3, '第6級': 3, '第1級': 15, '第3*級': 2, '第4級': 4, '第5級': 3, '第3級': 2, '第1*級': 1, '第2級': 1}",9,Y,Y
401,教育人員任用條例完成修法立委並通過附帶決議現職軍護教師將獲得合格教師證,教育 人員 任用 條例 完成 修法 立委 並 通過 附帶 決議 現職 軍護 教師 將 獲得 合格 教師證,18,"{'High': 14, 'Low': 4}","{'第3級': 1, '第5級': 3, '第6級': 5, '第4*級': 2, 'Unknown': 5, '第4級': 2}",1,Y,Y
402,【記者夏成淵報導】立法院院會昨天完成教育人員任用條例部分條文修正案三讀程序，未來高中以上學校擔任軍訓護理課程的護理教師，其資格、遴選、介聘、遷調辦法，將由中央主管機關訂定，讓護理教師的進用獲得法源依據。,記者 夏成淵 報導 立法院 院會 昨天 完成 教育 人員 任用 條例 部分 條文 修正案 三讀 程序 未來 高中 以上 學校 擔任 軍訓 護理 課程 的 護理 教師 其 資格 遴選 介聘 遷調 辦法 將 由 中央 主管 機關 訂定 讓 護理 教師 的 進用 獲得 法源 依據,47,"{'High': 40, 'Low': 7}","{'第4級': 5, 'Unknown': 13, '第5級': 8, '第1級': 4, '第4*級': 3, '第3級': 1, '第6級': 6, '第2級': 4, '第7級': 2, '第3*級': 1}",3,Y,Y
403,立法委員並且透過附帶決議的方式，要求現職軍訓護理教師應由教育部核發合格教師證，而未來軍訓處如果因為政策變遷而有調整，基於護理常識的重要性，也必須保留護理科目。,立法委員 並且 透過 附帶 決議 的 方式 要求 現職 軍訓 護理 教師 應 由 教育部 核發 合格 教師證 而 未來 軍訓處 如果 因為 政策 變遷 而 有 調整 基於 護理 常識 的 重要性 也 必須 保留 護理 科目,38,"{'High': 33, 'Low': 5}","{'Unknown': 10, '第4級': 3, '第5級': 6, '第6級': 6, '第1級': 4, '第4*級': 5, '第3*級': 1, '第2級': 1, '第1*級': 1, '第3級': 1}",5,Y,Y
404,立委也決議，在這個法律案修正之前，經主管機關公開甄選，介派到各級學校擔任軍訓課程的現職護理教師，他們的資格、任用權益應給予保障。,立委 也 決議 在 這 個 法律案 修正 之前 經 主管 機關 公開 甄選 介派 到 各 級 學校 擔任 軍訓 課程 的 現職 護理 教師 他們 的 資格 任用 權益 應 給予 保障,34,"{'High': 30, 'Low': 4}","{'Unknown': 9, '第1級': 8, '第6級': 5, '第1*級': 1, '第5級': 4, '第4級': 4, '第4*級': 2, '第2級': 1}",1,Y,Y
405,立院院會昨天也三讀修正通過圖書館法，未來圖書館置館長、主任或管理員，可以設置專業人員擔任，「公立」圖書館的館長、主任或管理員應由專業人員擔任，公立圖書館進用上述人員時，並且應依照公務人員任用條例規定聘任。,立院 院會 昨天 也 三讀 修正通過 圖書館法 未來 圖書館 置 館長 主任 或 管理員 可以 設置 專業 人員 擔任 公立 圖書館 的 館長 主任 或 管理員 應 由 專業 人員 擔任 公立 圖書館 進用 上述 人員 時 並且 應 依照 公務人員 任用 條例 規定 聘任,45,"{'High': 36, 'Low': 9}","{'Unknown': 15, '第1級': 4, '第4級': 7, '第2*級': 3, '第3級': 2, '第6級': 3, '第5級': 9, '第4*級': 1, '第3*級': 1}",8,Y,Y
406,另外，立法院昨天通過的重要法律案還包括：修正通過刑事訴訟法，規定檢察官搜索權移交給法院的法官，未來檢察官搜索必須向法官聲請核發搜索票才能進行搜索。修正通過原住民身分認定法，以保障原住民權益；原住民與非原住民結婚者及原住民為非原住民收養者，可申請喪失原住民身分，但是婚姻關係消滅或收養關係終止後，可檢具證明文件申請回復原住民身分。其他山地、平地原住民與非原住民結婚或所生子女，均是原住民。,另外 立法院 昨天 通過 的 重要 法律 案 還 包括 修正 通過 刑事 訴訟 法 規定 檢察官 搜索權 移交給 法院 的 法官 未來 檢察官 搜索 必須 向 法官 聲請 核發 搜索票 才 能 進行 搜索 修正 通過 原住民 身分 認定 法 以 保障 原住民 權益 原住民 與 非 原住民 結婚 者 及 原住民 為 非 原住民 收養 者 可 申請 喪失 原住民 身分 但是 婚姻 關係 消滅 或 收養 關係 終止 後 可 檢具 證明 文件 申請 回復 原住民 身分 其他 山地 平地 原住民 與 非 原住民 結婚 或 所 生 子女 均 是 原住民,95,"{'High': 91, 'Low': 4}","{'第3級': 8, 'Unknown': 15, '第1級': 5, '第4級': 10, '第2級': 6, '第3*級': 2, '第4*級': 10, '第5級': 26, '第6級': 12, '第1*級': 1}",17,Y,N
407,鼓聲隆隆,鼓聲 隆隆,2,{'Low': 2},{'Unknown': 2},0,N,Y
408,由國人組成，曾受邀到全球十多個國家演出的優劇場「優人神鼓」，昨天發表了展開各國巡演時，在臺北國家戲劇院演出的實況錄音ＣＤ，為力與美的鼓聲與演員留下紀錄。昨天優劇場並在發表會中，以擊鼓迎接新專輯的誕生。,由 國人 組成 曾 受 邀 到 全球 十多 個 國家 演出 的 優 劇場 優人神鼓 昨天 發表 了 展開 各 國 巡演 時 在 臺北 國家 戲劇院 演出 的 實況 錄音 ＣＤ 為 力 與 美 的 鼓聲 與 演員 留下 紀錄 昨天 優 劇場 並 在 發表會 中 以 擊鼓 迎接 新 專輯 的 誕生,57,"{'High': 49, 'Low': 8}","{'第4*級': 7, 'Unknown': 18, '第4級': 5, '第1級': 10, '第1*級': 5, '第6級': 3, '第5級': 6, '第2級': 1, '第3*級': 2}",3,Y,Y
409,基本學力測驗例題網站塞車,基本 學力 測驗 例題 網站 塞車,6,"{'High': 3, 'Low': 3}","{'第5級': 1, 'Unknown': 2, '第4*級': 1, '第2*級': 1, '第4級': 1}",0,N,Y
410,【記者楊惠芳報導】教育部日前公布基本學力測驗的例題及網站之後，昨天基本學力測驗的相關網站都在塞車，甚至連臺灣師大心理與教育測驗研究發展中心、臺灣師大的電話總機，也都在忙線中，很難撥通。教育部強調，學生仍應以培養學科的基本能力為主，不應完全依賴這些例題。,記者 楊惠芳 報導 教育部 日前 公布 基本 學力 測驗 的 例題 及 網站 之後 昨天 基本 學力 測驗 的 相關 網站 都 在 塞車 甚至 連 臺灣 師大 心理 與 教育 測驗 研究 發展 中心 臺灣 師大 的 電話 總機 也 都 在 忙線 中 很 難 撥通 教育部 強調 學生 仍 應 以 培養 學科 的 基本 能力 為主 不 應 完全 依賴 這些 例題,66,"{'High': 57, 'Low': 9}","{'第4級': 5, 'Unknown': 16, '第5級': 14, '第7級': 1, '第4*級': 6, '第1級': 14, '第2*級': 2, '第1*級': 2, '第3*級': 2, '第3級': 3, '第2級': 1}",3,Y,Y
411,臺灣師大心測中心也表示，雖然基本學力測驗的五門學科練習題例都已經上網，但目前還沒有辦法練習，預計本週內會上網完成，屆時，可能又將引發一波塞車熱潮，但學生可經由練習了解基本學力測驗的題型。,臺灣 師大 心測 中心 也 表示 雖然 基本 學力 測驗 的 五 門 學科 練習 題例 都 已經 上網 但 目前 還 沒有 辦法 練習 預計 本 週 內 會 上網 完成 屆時 可能 又 將 引發 一 波 塞車 熱潮 但 學生 可 經由 練習 了解 基本 學力 測驗 的 題型,52,"{'High': 46, 'Low': 6}","{'第1級': 11, 'Unknown': 7, '第3級': 3, '第4*級': 5, '第2級': 8, '第5級': 8, '第1*級': 3, '第2*級': 2, '第4級': 2, '第6級': 2, '第3*級': 1}",0,Y,Y
412,負責研發題庫的臺灣師大心測中心主任林世華表示，網站上的考題，並沒有經過預試，無法得知客觀的計量指標，只能單純作為考生熟悉各測驗學科題型參考來用，不是正式的試題內容。,負責 研發 題庫 的 臺灣 師大 心測 中心 主任 林世華 表示 網站 上 的 考題 並 沒有 經過 預試 無法 得知 客觀 的 計量 指標 只 能 單純 作為 考生 熟悉 各 測驗 學科 題型 參考 來 用 不 是 正式 的 試題 內容,44,"{'High': 36, 'Low': 8}","{'第4*級': 7, '第5級': 6, 'Unknown': 9, '第1級': 11, '第3級': 1, '第4級': 2, '第2*級': 1, '第2級': 2, '第7級': 1, '第6級': 1, '第1*級': 2, '第3*級': 1}",1,Y,Y
413,林世華指出，這些試題是為了使考生充分了解基本學力測驗的命題精神與題本格式，各界在非營利目的前提下，可利用這些練習題，但是請不要隨意拼裝資料導致誤解。,林世華 指出 這些 試題 是 為 了 使 考生 充分 了解 基本 學力 測驗 的 命題 精神 與 題本 格式 各界 在 非 營利 目的 前提 下 可 利用 這些 練習題 但是 請 不要 隨意 拼裝 資料 導致 誤解,39,"{'Low': 6, 'High': 33}","{'Unknown': 14, '第1級': 3, '第5級': 6, '第3*級': 4, '第4*級': 3, '第7級': 1, '第6級': 4, '第1*級': 2, '第2級': 1, '第3級': 1}",2,Y,Y
414,「日日談」推動「永保」生命「安康」的教育,日日談 推動 永 保 生命 安康 的 教育,8,"{'Low': 2, 'High': 6}","{'Unknown': 4, '第4*級': 2, '第1級': 1, '第3級': 1}",1,N,N
