sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
飛躍在蘭陽.宜蘭縣女子國小三年孝班.吳昀修.臺灣區八十一年運動會即將在宜蘭開鑼，這是一次用鮮花和桂冠點綴的盛會！,飛躍 在 蘭陽 宜蘭縣 女子 國小 三年孝班 吳昀修 臺灣區 八十一年 運動會 即將 在 宜蘭 開鑼 這 是 一 次 用 鮮花 和 桂冠 點綴 的 盛會,26,飛躍(621) 在(3284238) 蘭陽(359) 宜蘭縣(643) 女子(23797) 國小(4760) 三年孝班(3) 吳昀修(Unknown) 臺灣區(39) 八十一年(119) 運動會(1088) 即將(16780) 在(3284238) 宜蘭(2874) 開鑼(120) 這(2114032) 是(4642407) 一(3701681) 次(331701) 用(377038) 鮮花(2277) 和(1338337) 桂冠(736) 點綴(1591) 的(16029838) 盛會(794),"{'High': 23, 'Low': 3}","{'第7級': 2, '第1*級': 2, 'Unknown': 10, '第4*級': 1, '第3*級': 1, '第5級': 2, '第6級': 2, '第1級': 5, '第2級': 1}",6,Y,Y,N,Y
我們看到：道路變得整齊寬闊了，房舍變新了；挖土機、輾壓機、水泥車等，在馬路上忙碌；家家戶戶清洗的清洗，打掃的打掃，粉刷的粉刷，使四周環境煥然一新！,我們 看到 道路 變 得 整齊 寬闊 了 房舍 變新 了 挖土機 輾壓機 水泥車 等 在 馬路 上 忙碌 家家戶戶 清洗 的 清洗 打掃 的 打掃 粉刷 的 粉刷 使 四周 環境 煥然一新,33,我們(979260) 看到(159419) 道路(15812) 變(80345) 得(573721) 整齊(5284) 寬闊(2492) 了(3199291) 房舍(1757) 變新(8) 了(3199291) 挖土機(139) 輾壓機(68) 水泥車(1) 等(327380) 在(3284238) 馬路(5965) 上(1233218) 忙碌(6666) 家家戶戶(934) 清洗(3259) 的(16029838) 清洗(3259) 打掃(3161) 的(16029838) 打掃(3161) 粉刷(540) 的(16029838) 粉刷(540) 使(197544) 四周(14209) 環境(71054) 煥然一新(551),"{'High': 30, 'Low': 3}","{'第1級': 5, '第1*級': 2, '第4*級': 2, '第2級': 1, 'Unknown': 8, '第5級': 6, '第6級': 1, '第3*級': 1, '第2*級': 1, '第4級': 2, '第7級': 3, '第3級': 1}",5,Y,Y,N,N
我們看到：路旁的電線杆上掛滿了旗子，上面寫著飛躍在蘭陽，又印著青山、綠水、跑道、太陽的圖案，名為龜山旭日，旗子迎風飄揚，好美呀！,我們 看到 路 旁 的 電線杆 上 掛滿 了 旗子 上面 寫 著 飛躍 在 蘭陽 又 印 著 青山 綠水 跑道 太陽 的 圖案 名為 龜山 旭日 旗子 迎風 飄揚 好 美 呀,34,我們(979260) 看到(159419) 路(74635) 旁(39478) 的(16029838) 電線杆(89) 上(1233218) 掛滿(810) 了(3199291) 旗子(801) 上面(33520) 寫(113933) 著(1004687) 飛躍(621) 在(3284238) 蘭陽(359) 又(535555) 印(6962) 著(1004687) 青山(1452) 綠水(144) 跑道(2046) 太陽(21823) 的(16029838) 圖案(6460) 名為(6905) 龜山(302) 旭日(524) 旗子(801) 迎風(536) 飄揚(873) 好(448428) 美(53380) 呀(47302),"{'High': 33, 'Low': 1}","{'第1級': 6, '第1*級': 5, 'Unknown': 12, '第4*級': 2, '第7級': 3, '第5級': 3, '第6級': 1, '第3級': 1, '第2級': 1}",1,Y,N,N,N
我們看到：學校裡的大姊姊、大哥哥們，在烈陽下排練舞蹈，各班老師把教室布置得美輪美奐，校工伯伯忙著釘紗窗、排床鋪、買棉被，準備當選手村。,我們 看到 學校 裡 的 大 姊姊 大 哥哥 們 在 烈 陽 下 排練 舞蹈 各 班 老師 把 教室 布置 得 美輪美奐 校工 伯伯 忙著 釘 紗窗 排 床鋪 買 棉被 準備 當 選手村,36,我們(979260) 看到(159419) 學校(74782) 裡(520435) 的(16029838) 大(525780) 姊姊(10864) 大(525780) 哥哥(18973) 們(140794) 在(3284238) 烈(3437) 陽(6274) 下(329549) 排練(1034) 舞蹈(6633) 各(243023) 班(20733) 老師(88888) 把(617773) 教室(16437) 布置(1958) 得(573721) 美輪美奐(197) 校工(118) 伯伯(1921) 忙著(7283) 釘(2934) 紗窗(227) 排(16810) 床鋪(907) 買(59736) 棉被(1666) 準備(64901) 當(294625) 選手村(14),"{'High': 35, 'Low': 1}","{'第1級': 10, '第1*級': 5, '第6級': 1, 'Unknown': 11, '第5級': 2, '第2級': 4, '第2*級': 1, '第4級': 1, '第7級': 1}",2,Y,N,N,N
我們看到：文化中心舉辦很多藝文活動，如：全國象棋比賽、蘭陽孩子一千個夢、楊麗花返鄉歌仔戲表演等，使得文化中心益顯熱鬧滾滾。,我們 看到 文化 中心 舉辦 很多 藝文 活動 如 全 國 象棋 比賽 蘭陽 孩子 一千 個 夢 楊麗花 返鄉 歌仔戲 表演 等 使得 文化 中心 益 顯 熱鬧滾滾,29,我們(979260) 看到(159419) 文化(115697) 中心(46076) 舉辦(12070) 很多(113128) 藝文(1483) 活動(85743) 如(195069) 全(178642) 國(73377) 象棋(453) 比賽(20220) 蘭陽(359) 孩子(242092) 一千(8320) 個(2296574) 夢(36155) 楊麗花(63) 返鄉(1661) 歌仔戲(1182) 表演(20601) 等(327380) 使得(30960) 文化(115697) 中心(46076) 益(2899) 顯(5034) 熱鬧滾滾(83),"{'High': 27, 'Low': 2}","{'第1級': 4, '第1*級': 1, '第2級': 5, '第3級': 3, '第4級': 2, 'Unknown': 11, '第7級': 1, '第3*級': 1, '第5級': 1}",3,Y,Y,N,Y
我們看到：宜蘭運動公園的大草坪上，有座用很多火紅花卉堆成的龜山島。,我們 看到 宜蘭 運動 公園 的 大 草坪 上 有 座 用 很多 火紅 花卉 堆成 的 龜山島,18,我們(979260) 看到(159419) 宜蘭(2874) 運動(63153) 公園(13910) 的(16029838) 大(525780) 草坪(1746) 上(1233218) 有(2217079) 座(49959) 用(377038) 很多(113128) 火紅(657) 花卉(1093) 堆成(469) 的(16029838) 龜山島(156),{'High': 18},"{'第1級': 7, '第1*級': 3, 'Unknown': 4, '第6級': 1, '第3*級': 1, '第7級': 2}",1,Y,N,N,N
花園裡，排著大會的圖案，好像一個萬紫千紅的地毯，真是漂亮！,花園 裡 排 著 大會 的 圖案 好 像 一 個 萬紫千紅 的 地毯 真 是 漂亮,17,花園(11369) 裡(520435) 排(16810) 著(1004687) 大會(7830) 的(16029838) 圖案(6460) 好(448428) 像(289494) 一(3701681) 個(2296574) 萬紫千紅(95) 的(16029838) 地毯(3510) 真(137497) 是(4642407) 漂亮(19609),"{'High': 16, 'Low': 1}","{'第4級': 2, '第1*級': 4, 'Unknown': 3, '第5級': 2, '第1級': 5, '第6級': 1}",1,Y,N,N,N
司令臺、跑道、看臺都重新修建粉刷，看起來非常清新，引人注目；看臺上也插滿了國旗，像一片旗海，壯觀極了！,司令臺 跑道 看臺 都 重新 修建 粉刷 看起來 非常 清新 引人注目 看臺 上 也 插滿 了 國旗 像 一 片 旗海 壯觀 極了,23,司令臺(60) 跑道(2046) 看臺(131) 都(1125846) 重新(44668) 修建(2676) 粉刷(540) 看起來(41830) 非常(152032) 清新(2258) 引人注目(1775) 看臺(131) 上(1233218) 也(1590760) 插滿(270) 了(3199291) 國旗(1659) 像(289494) 一(3701681) 片(71870) 旗海(31) 壯觀(2401) 極了(6936),"{'Low': 2, 'High': 21}","{'Unknown': 7, '第5級': 3, '第1級': 4, '第6級': 4, '第7級': 1, '第3級': 1, '第1*級': 2, '第2級': 1}",3,Y,N,N,N
孫越叔叔曾經說過：好東西要和好朋友分享！,孫越 叔叔 曾經 說 過 好 東西 要 和 好 朋友 分享,12,孫越(596) 叔叔(7370) 曾經(52970) 說(1285247) 過(412878) 好(448428) 東西(139472) 要(851264) 和(1338337) 好(448428) 朋友(101331) 分享(19471),{'High': 12},"{'Unknown': 4, '第2*級': 1, '第4級': 2, '第1級': 4, '第1*級': 1}",0,Y,N,N,Y
十月二十六日至三十一日，歡迎全國同胞撥空來宜蘭走一回，一定讓你們有看頭！,十月 二十六日 至 三十一日 歡迎 全 國 同胞 撥空 來 宜蘭 走 一 回 一定 讓 你們 有 看頭,19,十月(15556) 二十六日(2417) 至(101530) 三十一日(967) 歡迎(19513) 全(178642) 國(73377) 同胞(3450) 撥空(65) 來(742183) 宜蘭(2874) 走(128453) 一(3701681) 回(92620) 一定(138695) 讓(526314) 你們(104323) 有(2217079) 看頭(323),"{'High': 18, 'Low': 1}","{'Unknown': 6, '第5級': 1, '第2級': 4, '第1級': 6, '第6級': 1, '第1*級': 1}",2,Y,Y,N,N
懷念幼年的生活.台南市新興國小五年級.郭怡伶.讀書讀得好累，我打開窗子透透氣，正好看到窗外一群小朋友在那兒追逐嬉戲，不禁想起幼年的我，那是段多麼有趣的時光啊！,懷念 幼年 的 生活 台南市 新興 國小 五年級 郭怡伶 讀書 讀 得 好 累 我 打開 窗子 透透氣 正好 看到 窗 外 一 群 小朋友 在 那兒 追逐 嬉戲 不禁 想起 幼年 的 我 那 是 段 多麼 有趣 的 時光 啊,42,懷念(4408) 幼年(1955) 的(16029838) 生活(213189) 台南市(999) 新興(4357) 國小(4760) 五年級(1552) 郭怡伶(1) 讀書(19269) 讀(46218) 得(573721) 好(448428) 累(12878) 我(3033032) 打開(33125) 窗子(2721) 透透氣(231) 正好(17036) 看到(159419) 窗(19038) 外(109310) 一(3701681) 群(39283) 小朋友(9889) 在(3284238) 那兒(19299) 追逐(4397) 嬉戲(1359) 不禁(16707) 想起(25243) 幼年(1955) 的(16029838) 我(3033032) 那(754138) 是(4642407) 段(95980) 多麼(20834) 有趣(26804) 的(16029838) 時光(10444) 啊(135484),"{'High': 41, 'Low': 1}","{'第5級': 5, '第1級': 10, '第3級': 3, 'Unknown': 8, '第6級': 2, '第3*級': 3, '第1*級': 3, '第2*級': 2, '第4級': 3, '第2級': 2, '第7級': 1}",5,Y,N,N,Y
幼年的我，是活潑還是文靜的呢？,幼年 的 我 是 活潑 還 是 文靜 的 呢,10,幼年(1955) 的(16029838) 我(3033032) 是(4642407) 活潑(6141) 還(625086) 是(4642407) 文靜(369) 的(16029838) 呢(204566),{'High': 10},"{'第5級': 1, '第1級': 6, '第4級': 1, 'Unknown': 2}",0,Y,N,N,N
告訴你吧！,告訴 你 吧,3,告訴(122898) 你(1414837) 吧(184477),{'High': 3},"{'Unknown': 1, '第1級': 2}",0,Y,N,N,N
都有：在外，我活潑的遊戲；在家，我文靜的看書。,都 有 在 外 我 活潑 的 遊戲 在 家 我 文靜 的 看 書,15,都(1125846) 有(2217079) 在(3284238) 外(109310) 我(3033032) 活潑(6141) 的(16029838) 遊戲(31463) 在(3284238) 家(236822) 我(3033032) 文靜(369) 的(16029838) 看(444691) 書(174356),{'High': 15},"{'第1級': 9, '第1*級': 2, '第4級': 1, '第3級': 1, 'Unknown': 2}",0,Y,N,N,N
從小，我就有看書的嗜好，所以家裡的書很多，媽媽又很喜歡我看書，所以常買新書給我。,從小 我 就 有 看 書 的 嗜好 所以 家 裡 的 書 很多 媽媽 又 很 喜歡 我 看 書 所以 常 買 新 書 給 我,28,從小(12334) 我(3033032) 就(1737544) 有(2217079) 看(444691) 書(174356) 的(16029838) 嗜好(2886) 所以(239080) 家(236822) 裡(520435) 的(16029838) 書(174356) 很多(113128) 媽媽(70492) 又(535555) 很(715675) 喜歡(113753) 我(3033032) 看(444691) 書(174356) 所以(239080) 常(86207) 買(59736) 新(212453) 書(174356) 給(240485) 我(3033032),{'High': 28},"{'第4級': 1, '第1級': 18, 'Unknown': 3, '第6級': 1, '第1*級': 5}",0,Y,Y,N,N
從小，我就不會打擾父母工作，自己一個人在樓上看電視。,從小 我 就 不會 打擾 父母 工作 自己 一 個 人 在 樓 上 看 電視,16,從小(12334) 我(3033032) 就(1737544) 不會(173045) 打擾(3608) 父母(78215) 工作(220164) 自己(744739) 一(3701681) 個(2296574) 人(1550512) 在(3284238) 樓(13297) 上(1233218) 看(444691) 電視(41289),{'High': 16},"{'第4級': 1, '第1級': 7, 'Unknown': 2, '第6級': 1, '第3級': 1, '第1*級': 4}",0,Y,N,N,N
不過有一次，我午睡醒來要下樓找媽媽，走了幾階就探下頭來要跟媽媽問好，結果一不小心從樓梯上跌下來，媽媽剛好在樓下把我接個正著，那時，我把媽媽嚇得臉上青一陣紫一陣，於是，爸爸再也不准我們做這種危險的動作了。,不過 有 一 次 我 午睡 醒來 要 下樓 找 媽媽 走 了 幾 階 就 探下 頭 來 要 跟 媽媽 問好 結果 一 不 小心 從 樓梯 上 跌下來 媽媽 剛好 在 樓 下 把 我 接 個 正 著 那時 我 把 媽媽 嚇 得 臉 上 青 一 陣 紫 一 陣 於是 爸爸 再 也 不准 我們 做 這 種 危險 的 動作 了,69,不過(186226) 有(2217079) 一(3701681) 次(331701) 我(3033032) 午睡(652) 醒來(9511) 要(851264) 下樓(2999) 找(108128) 媽媽(70492) 走(128453) 了(3199291) 幾(229415) 階(1837) 就(1737544) 探下(10) 頭(112925) 來(742183) 要(851264) 跟(260280) 媽媽(70492) 問好(701) 結果(114008) 一(3701681) 不(2282521) 小心(24226) 從(496546) 樓梯(8147) 上(1233218) 跌下來(259) 媽媽(70492) 剛好(11296) 在(3284238) 樓(13297) 下(329549) 把(617773) 我(3033032) 接(19549) 個(2296574) 正(179334) 著(1004687) 那時(28619) 我(3033032) 把(617773) 媽媽(70492) 嚇(15122) 得(573721) 臉(86234) 上(1233218) 青(6181) 一(3701681) 陣(26383) 紫(4138) 一(3701681) 陣(26383) 於是(108155) 爸爸(43983) 再(326207) 也(1590760) 不准(8704) 我們(979260) 做(411649) 這(2114032) 種(701563) 危險(30190) 的(16029838) 動作(43506) 了(3199291),"{'High': 68, 'Low': 1}","{'第2級': 7, '第1級': 29, 'Unknown': 12, '第6級': 2, '第1*級': 7, '第4級': 5, '第3*級': 3, '第2*級': 1, '第4*級': 2, '第3級': 1}",1,Y,Y,N,N
幼年時的種種有歡樂，有悲哀，總讓人回憶無限。,幼年 時 的 種種 有 歡樂 有 悲哀 總 讓 人 回憶 無限,13,幼年(1955) 時(623734) 的(16029838) 種種(20469) 有(2217079) 歡樂(6016) 有(2217079) 悲哀(5068) 總(46750) 讓(526314) 人(1550512) 回憶(17740) 無限(10299),{'High': 13},"{'第5級': 5, '第3*級': 1, '第1級': 4, 'Unknown': 1, '第2級': 2}",0,Y,N,N,N
幼年經常浮現在我腦中，不知你自己是否也有這樣的經驗？,幼年 經常 浮現 在 我 腦 中 不 知 你 自己 是否 也 有 這樣 的 經驗,17,幼年(1955) 經常(49295) 浮現(6931) 在(3284238) 我(3033032) 腦(22627) 中(1011729) 不(2282521) 知(108500) 你(1414837) 自己(744739) 是否(78907) 也(1590760) 有(2217079) 這樣(288344) 的(16029838) 經驗(86997),{'High': 17},"{'第5級': 2, '第3*級': 1, '第6級': 1, '第1*級': 2, '第1級': 6, '第4級': 1, 'Unknown': 2, '第3級': 1, '第2級': 1}",0,Y,N,N,N
只是幼年在轉眼間就消失得無影無蹤，而新的學年生活又要開始了。,只是 幼年 在 轉眼間 就 消失 得 無影無蹤 而 新 的 學年 生活 又 要 開始 了,17,只是(96536) 幼年(1955) 在(3284238) 轉眼間(686) 就(1737544) 消失(30223) 得(573721) 無影無蹤(1068) 而(937923) 新(212453) 的(16029838) 學年(997) 生活(213189) 又(535555) 要(851264) 開始(245562) 了(3199291),{'High': 17},"{'第4級': 1, '第5級': 2, '第1*級': 2, 'Unknown': 3, '第1級': 4, '第4*級': 1, '第7級': 2, '第3級': 1, '第2級': 1}",2,Y,Y,N,N
幼年是多麼讓人難忘啊！,幼年 是 多麼 讓 人 難忘 啊,7,幼年(1955) 是(4642407) 多麼(20834) 讓(526314) 人(1550512) 難忘(3374) 啊(135484),{'High': 7},"{'第5級': 1, '第1級': 2, '第3*級': 1, '第2級': 2, '第4*級': 1}",0,Y,N,N,N
看到幼年的照片，使人想起幼年的生活，看到幼年的玩具，又使人想起幼年的生活。,看到 幼年 的 照片 使 人 想起 幼年 的 生活 看到 幼年 的 玩具 又 使 人 想起 幼年 的 生活,21,看到(159419) 幼年(1955) 的(16029838) 照片(25355) 使(197544) 人(1550512) 想起(25243) 幼年(1955) 的(16029838) 生活(213189) 看到(159419) 幼年(1955) 的(16029838) 玩具(10102) 又(535555) 使(197544) 人(1550512) 想起(25243) 幼年(1955) 的(16029838) 生活(213189),{'High': 21},"{'第1*級': 3, '第5級': 6, '第1級': 6, '第2級': 1, '第4級': 3, '第3級': 2}",0,Y,N,N,N
美妙的聲音.西湖國小六年五班.蔡佳樺.世界上誰的聲音最美妙？,美妙 的 聲音 西湖 國小 六年五班 蔡佳樺 世界 上 誰 的 聲音 最 美妙,14,美妙(4197) 的(16029838) 聲音(85694) 西湖(1427) 國小(4760) 六年五班(2) 蔡佳樺(Unknown) 世界(165235) 上(1233218) 誰(110452) 的(16029838) 聲音(85694) 最(421680) 美妙(4197),"{'High': 12, 'Low': 2}","{'第5級': 2, '第1級': 4, '第2級': 3, 'Unknown': 3, '第3*級': 1, '第1*級': 1}",2,Y,N,N,Y
就是她，我的媽媽。,就 是 她 我 的 媽媽,6,就(1737544) 是(4642407) 她(1052913) 我(3033032) 的(16029838) 媽媽(70492),{'High': 6},{'第1級': 6},0,N,N,N,N
孩子，披件外套吧！,孩子 披 件 外套 吧,5,孩子(242092) 披(3656) 件(139257) 外套(5808) 吧(184477),{'High': 5},"{'第1級': 2, '第5級': 1, '第1*級': 1, '第2*級': 1}",0,Y,N,N,N
小心著涼。,小心 著涼,2,小心(24226) 著涼(334),{'High': 2},"{'第2級': 1, 'Unknown': 1}",0,Y,N,N,N
老公，把桌上那碗補湯喝了吧！,老公 把 桌 上 那 碗 補湯 喝 了 吧,10,老公(5172) 把(617773) 桌(20146) 上(1233218) 那(754138) 碗(14021) 補湯(10) 喝(57552) 了(3199291) 吧(184477),"{'High': 9, 'Low': 1}","{'第4級': 1, '第2級': 1, '第1*級': 2, '第1級': 4, 'Unknown': 2}",0,Y,N,N,N
別累壞了身子。,別 累壞 了 身子,4,別(78082) 累壞(613) 了(3199291) 身子(12257),{'High': 4},"{'第1*級': 1, 'Unknown': 3}",0,Y,N,N,N
這，就是世上最美妙的聲音，愛的叮嚀。,這 就 是 世上 最 美妙 的 聲音 愛 的 叮嚀,11,這(2114032) 就(1737544) 是(4642407) 世上(9075) 最(421680) 美妙(4197) 的(16029838) 聲音(85694) 愛(124337) 的(16029838) 叮嚀(1958),{'High': 11},"{'第1級': 6, 'Unknown': 1, '第1*級': 1, '第5級': 1, '第2級': 1, '第6級': 1}",0,Y,N,N,N
吱！,吱,1,吱(815),{'High': 1},{'Unknown': 1},0,N,N,N,N
吱！,吱,1,吱(815),{'High': 1},{'Unknown': 1},0,N,N,N,N
是公園裡小鳥合唱團吟唱的歌曲，小鳥交響曲。,是 公園 裡 小鳥 合唱團 吟唱 的 歌曲 小鳥 交響曲,10,是(4642407) 公園(13910) 裡(520435) 小鳥(2880) 合唱團(1929) 吟唱(1255) 的(16029838) 歌曲(8043) 小鳥(2880) 交響曲(1802),{'High': 10},"{'第1級': 2, '第1*級': 2, 'Unknown': 4, '第7級': 1, '第5級': 1}",2,Y,N,N,N
一隻隻小鳥展開優美的歌喉，為在公園散步的人們，由黎明一直唱到落日才休息。,一隻隻 小鳥 展開 優美 的 歌喉 為 在 公園 散步 的 人們 由 黎明 一直 唱 到 落日 才 休息,20,一隻隻(400) 小鳥(2880) 展開(17154) 優美(4205) 的(16029838) 歌喉(341) 為(761341) 在(3284238) 公園(13910) 散步(6803) 的(16029838) 人們(77778) 由(208604) 黎明(3711) 一直(119877) 唱(18607) 到(546906) 落日(689) 才(394539) 休息(20958),{'High': 20},"{'Unknown': 5, '第5級': 1, '第6級': 2, '第1級': 3, '第1*級': 4, '第3*級': 1, '第4*級': 2, '第2級': 2}",1,Y,N,N,N
貝多芬的交響曲是最美妙的聲音，有時如活潑外向的孩子般活蹦亂跳，有時嚴肅得像凝聚的空氣，有時高昂如革命同志的意志，有時低沈得像流浪漢的心情。,貝多芬 的 交響曲 是 最 美妙 的 聲音 有時 如 活潑 外向 的 孩子 般 活蹦亂跳 有時 嚴肅 得 像 凝聚 的 空氣 有時 高昂 如 革命 同志 的 意志 有時 低沈 得 像 流浪漢 的 心情,37,貝多芬(3508) 的(16029838) 交響曲(1802) 是(4642407) 最(421680) 美妙(4197) 的(16029838) 聲音(85694) 有時(47894) 如(195069) 活潑(6141) 外向(1347) 的(16029838) 孩子(242092) 般(44639) 活蹦亂跳(366) 有時(47894) 嚴肅(11550) 得(573721) 像(289494) 凝聚(2767) 的(16029838) 空氣(18137) 有時(47894) 高昂(2133) 如(195069) 革命(22713) 同志(7372) 的(16029838) 意志(10739) 有時(47894) 低沈(308) 得(573721) 像(289494) 流浪漢(1374) 的(16029838) 心情(33611),{'High': 37},"{'Unknown': 7, '第1級': 8, '第1*級': 8, '第5級': 5, '第2級': 1, '第4級': 1, '第6級': 5, '第7級': 1, '第3*級': 1}",4,Y,N,N,Y
隨著情緒的變化，放來聽聽，添增幾許生活情趣。,隨著 情緒 的 變化 放 來 聽聽 添增 幾許 生活 情趣,11,隨著(32948) 情緒(66126) 的(16029838) 變化(42502) 放(83587) 來(742183) 聽聽(4544) 添增(130) 幾許(433) 生活(213189) 情趣(1623),{'High': 11},"{'第5級': 2, '第1級': 2, '第4級': 1, '第2級': 1, 'Unknown': 3, '第3級': 1, '第6級': 1}",0,Y,N,N,N
小雨滴在屋簷的聲音是美妙的，滴滴答答，有如時鐘般，時時告誡我們，光陰不因個人的停留而駐足，因此，我們要愛惜光陰。,小 雨 滴 在 屋簷 的 聲音 是 美妙 的 滴滴答答 有如 時鐘 般 時時 告誡 我們 光陰 不 因 個人 的 停留 而 駐足 因此 我們 要 愛惜 光陰,30,小(318835) 雨(16736) 滴(6729) 在(3284238) 屋簷(1781) 的(16029838) 聲音(85694) 是(4642407) 美妙(4197) 的(16029838) 滴滴答答(272) 有如(10689) 時鐘(3091) 般(44639) 時時(5039) 告誡(2953) 我們(979260) 光陰(1630) 不(2282521) 因(119364) 個人(76253) 的(16029838) 停留(7966) 而(937923) 駐足(1008) 因此(184606) 我們(979260) 要(851264) 愛惜(1366) 光陰(1630),{'High': 30},"{'第1級': 9, '第1*級': 2, '第5級': 5, '第7級': 2, '第2級': 1, 'Unknown': 3, '第6級': 5, '第3*級': 1, '第4級': 1, '第4*級': 1}",1,Y,Y,N,N
兒童的笑聲是最美妙的，微笑、偷笑、大笑、輕笑，裡面蘊藏著種種快樂，而笑聲把它緊緊鎖在童年的回憶中。,兒童 的 笑聲 是 最 美妙 的 微笑 偷笑 大笑 輕笑 裡面 蘊藏 著 種種 快樂 而 笑聲 把 它 緊緊 鎖 在 童年 的 回憶 中,27,兒童(30462) 的(16029838) 笑聲(5555) 是(4642407) 最(421680) 美妙(4197) 的(16029838) 微笑(24110) 偷笑(385) 大笑(11979) 輕笑(357) 裡面(40741) 蘊藏(1375) 著(1004687) 種種(20469) 快樂(45366) 而(937923) 笑聲(5555) 把(617773) 它(316854) 緊緊(10974) 鎖(5235) 在(3284238) 童年(10874) 的(16029838) 回憶(17740) 中(1011729),{'High': 27},"{'第4級': 1, '第1級': 4, 'Unknown': 9, '第1*級': 5, '第5級': 3, '第4*級': 2, '第7級': 1, '第2級': 1, '第3*級': 1}",0,Y,Y,N,N
媽媽愛的叮嚀、小鳥的合唱團、貝多芬的交響曲，以及兒童的笑聲，都是世上最美妙的聲音，也是我最喜歡的聲音。,媽媽 愛 的 叮嚀 小鳥 的 合唱團 貝多芬 的 交響曲 以及 兒童 的 笑聲 都 是 世上 最 美妙 的 聲音 也 是 我 最 喜歡 的 聲音,28,媽媽(70492) 愛(124337) 的(16029838) 叮嚀(1958) 小鳥(2880) 的(16029838) 合唱團(1929) 貝多芬(3508) 的(16029838) 交響曲(1802) 以及(155624) 兒童(30462) 的(16029838) 笑聲(5555) 都(1125846) 是(4642407) 世上(9075) 最(421680) 美妙(4197) 的(16029838) 聲音(85694) 也(1590760) 是(4642407) 我(3033032) 最(421680) 喜歡(113753) 的(16029838) 聲音(85694),{'High': 28},"{'第1級': 14, '第6級': 1, 'Unknown': 6, '第5級': 2, '第4級': 1, '第1*級': 2, '第2級': 2}",3,Y,Y,N,Y
我對體罰的看法.光復國小二年二十二班.王筑苑.我曾在電視上看過老師體罰學生，卻被法院判罪的新聞，覺得很奇怪，就問爸爸什麼叫體罰？,我 對 體罰 的 看法 光復 國小 二年二十二班 王筑苑 我 曾 在 電視 上 看 過 老師 體罰 學生 卻 被 法院 判罪 的 新聞 覺得 很 奇怪 就 問 爸爸 什麼 叫 體罰,34,我(3033032) 對(897964) 體罰(938) 的(16029838) 看法(30115) 光復(1971) 國小(4760) 二年二十二班(Unknown) 王筑苑(Unknown) 我(3033032) 曾(132981) 在(3284238) 電視(41289) 上(1233218) 看(444691) 過(412878) 老師(88888) 體罰(938) 學生(115846) 卻(333007) 被(540683) 法院(7533) 判罪(139) 的(16029838) 新聞(40430) 覺得(183034) 很(715675) 奇怪(27442) 就(1737544) 問(165473) 爸爸(43983) 什麼(431321) 叫(111645) 體罰(938),"{'High': 32, 'Low': 2}","{'第1級': 14, 'Unknown': 7, '第3*級': 2, '第7級': 1, '第4級': 2, '第1*級': 4, '第2級': 2, '第5級': 1, '第3級': 1}",2,Y,N,N,Y
爸爸問我：當你不乖、不聽話時，最簡單又有效，能讓你改過的方法是什麼？,爸爸 問 我 當 你 不 乖 不 聽話 時 最 簡單 又 有效 能 讓 你 改過 的 方法 是 什麼,22,爸爸(43983) 問(165473) 我(3033032) 當(294625) 你(1414837) 不(2282521) 乖(3965) 不(2282521) 聽話(3811) 時(623734) 最(421680) 簡單(52683) 又(535555) 有效(30667) 能(582260) 讓(526314) 你(1414837) 改過(744) 的(16029838) 方法(99064) 是(4642407) 什麼(431321),{'High': 22},"{'第1級': 10, 'Unknown': 3, '第4級': 1, '第4*級': 1, '第3*級': 1, '第1*級': 3, '第2級': 3}",0,Y,Y,N,N
我說：打呀！,我 說 打 呀,4,我(3033032) 說(1285247) 打(76962) 呀(47302),{'High': 4},"{'第1級': 3, '第2級': 1}",0,Y,N,N,N
這才明白體罰的作用。,這 才 明白 體罰 的 作用,6,這(2114032) 才(394539) 明白(50011) 體罰(938) 的(16029838) 作用(37837),{'High': 6},"{'第1級': 2, '第2級': 1, '第4級': 1, 'Unknown': 1, '第5級': 1}",0,Y,N,N,N
可是，既然體罰是為了小朋友好，為什麼老師要受到責備呢？,可是 既然 體罰 是 為 了 小朋友 好 為什麼 老師 要 受到 責備 呢,14,可是(125487) 既然(27241) 體罰(938) 是(4642407) 為(761341) 了(3199291) 小朋友(9889) 好(448428) 為什麼(106142) 老師(88888) 要(851264) 受到(66513) 責備(5137) 呢(204566),{'High': 14},"{'第1*級': 2, '第4*級': 1, 'Unknown': 4, '第1級': 4, '第2級': 1, '第4級': 1, '第6級': 1}",2,Y,Y,N,N
